Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,
Data,5,record,timestamp,648906594,s,position_lat,464966923,semicircles,position_long,-920994189,semicircles,distance,29471.78,m,altitude,41.799999999999955,m,speed,13.242,m/s,power,291,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906595,s,position_lat,464967768,semicircles,position_long,-920995829,semicircles,distance,29486.05,m,altitude,41.799999999999955,m,speed,13.628,m/s,power,66,watts,cadence,86,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906596,s,position_lat,464968583,semicircles,position_long,-920997216,semicircles,distance,29498.66,m,altitude,41.799999999999955,m,speed,13.498,m/s,power,66,watts,cadence,86,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906597,s,position_lat,464969447,semicircles,position_long,-920998728,semicircles,distance,29512.27,m,altitude,41.60000000000002,m,speed,13.566,m/s,power,66,watts,cadence,86,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906598,s,position_lat,464970391,semicircles,position_long,-921000206,semicircles,distance,29526.14,m,altitude,41.60000000000002,m,speed,13.371,m/s,power,0,watts,cadence,0,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906599,s,position_lat,464971246,semicircles,position_long,-921001570,semicircles,distance,29538.85,m,altitude,41.60000000000002,m,speed,13.175,m/s,power,0,watts,cadence,0,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906600,s,position_lat,464972148,semicircles,position_long,-921002951,semicircles,distance,29551.91,m,altitude,41.39999999999998,m,speed,13.04,m/s,power,0,watts,cadence,0,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906601,s,position_lat,464973042,semicircles,position_long,-921004377,semicircles,distance,29565.18,m,altitude,41.39999999999998,m,speed,13.001,m/s,power,102,watts,cadence,90,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906602,s,position_lat,464973889,semicircles,position_long,-921005753,semicircles,distance,29577.91,m,altitude,41.39999999999998,m,speed,12.91,m/s,power,102,watts,cadence,90,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906603,s,position_lat,464974745,semicircles,position_long,-921007187,semicircles,distance,29591.02,m,altitude,41.39999999999998,m,speed,12.949,m/s,power,317,watts,cadence,91,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906604,s,position_lat,464975600,semicircles,position_long,-921008641,semicircles,distance,29604.24,m,altitude,41.39999999999998,m,speed,13.083,m/s,power,410,watts,cadence,92,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906605,s,position_lat,464976410,semicircles,position_long,-921010081,semicircles,distance,29617.14,m,altitude,41.39999999999998,m,speed,13.266,m/s,power,410,watts,cadence,92,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906606,s,position_lat,464977270,semicircles,position_long,-921011497,semicircles,distance,29630.17,m,altitude,41.39999999999998,m,speed,13.171,m/s,power,404,watts,cadence,96,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906607,s,position_lat,464978199,semicircles,position_long,-921013025,semicircles,distance,29644.24,m,altitude,41.0,m,speed,13.529,m/s,power,182,watts,cadence,96,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906608,s,position_lat,464979060,semicircles,position_long,-921014472,semicircles,distance,29657.45,m,altitude,40.799999999999955,m,speed,13.08,m/s,power,158,watts,cadence,97,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906609,s,position_lat,464980063,semicircles,position_long,-921016004,semicircles,distance,29671.98,m,altitude,40.60000000000002,m,speed,14.094,m/s,power,158,watts,cadence,97,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906610,s,position_lat,464980951,semicircles,position_long,-921017428,semicircles,distance,29685.21,m,altitude,40.39999999999998,m,speed,13.512,m/s,power,255,watts,cadence,87,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906611,s,position_lat,464981822,semicircles,position_long,-921018903,semicircles,distance,29698.64,m,altitude,40.39999999999998,m,speed,13.398,m/s,power,128,watts,cadence,86,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906612,s,position_lat,464982758,semicircles,position_long,-921020331,semicircles,distance,29712.19,m,altitude,40.200000000000045,m,speed,13.196,m/s,power,128,watts,cadence,86,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906613,s,position_lat,464983590,semicircles,position_long,-921021739,semicircles,distance,29725.02,m,altitude,40.0,m,speed,12.584,m/s,power,128,watts,cadence,86,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906614,s,position_lat,464984394,semicircles,position_long,-921023126,semicircles,distance,29737.56,m,altitude,40.0,m,speed,12.37,m/s,power,0,watts,cadence,0,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906615,s,position_lat,464985143,semicircles,position_long,-921024411,semicircles,distance,29749.21,m,altitude,39.799999999999955,m,speed,12.093,m/s,power,0,watts,cadence,0,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906616,s,position_lat,464985958,semicircles,position_long,-921025727,semicircles,distance,29761.41,m,altitude,39.799999999999955,m,speed,12.013,m/s,power,0,watts,cadence,0,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906617,s,position_lat,464986691,semicircles,position_long,-921027064,semicircles,distance,29773.27,m,altitude,39.60000000000002,m,speed,12.032,m/s,power,358,watts,cadence,90,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906618,s,position_lat,464987519,semicircles,position_long,-921028417,semicircles,distance,29785.73,m,altitude,39.60000000000002,m,speed,12.207,m/s,power,537,watts,cadence,91,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906619,s,position_lat,464988341,semicircles,position_long,-921029686,semicircles,distance,29797.66,m,altitude,39.60000000000002,m,speed,12.752,m/s,power,612,watts,cadence,94,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906620,s,position_lat,464989234,semicircles,position_long,-921031009,semicircles,distance,29810.35,m,altitude,39.39999999999998,m,speed,12.741,m/s,power,577,watts,cadence,96,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906621,s,position_lat,464990158,semicircles,position_long,-921032354,semicircles,distance,29823.34,m,altitude,39.39999999999998,m,speed,12.929,m/s,power,220,watts,cadence,96,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906622,s,position_lat,464991103,semicircles,position_long,-921033675,semicircles,distance,29836.33,m,altitude,39.39999999999998,m,speed,12.524,m/s,power,271,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906623,s,position_lat,464992023,semicircles,position_long,-921035017,semicircles,distance,29849.3,m,altitude,39.39999999999998,m,speed,12.696,m/s,power,267,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906624,s,position_lat,464992905,semicircles,position_long,-921036370,semicircles,distance,29862.1,m,altitude,39.200000000000045,m,speed,12.793,m/s,power,199,watts,cadence,94,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906625,s,position_lat,464993785,semicircles,position_long,-921037697,semicircles,distance,29874.75,m,altitude,39.200000000000045,m,speed,12.758,m/s,power,199,watts,cadence,94,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906626,s,position_lat,464994708,semicircles,position_long,-921039081,semicircles,distance,29887.97,m,altitude,39.200000000000045,m,speed,12.481,m/s,power,164,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906627,s,position_lat,464995479,semicircles,position_long,-921040400,semicircles,distance,29899.94,m,altitude,39.200000000000045,m,speed,12.118,m/s,power,252,watts,cadence,92,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906628,s,position_lat,464996225,semicircles,position_long,-921041812,semicircles,distance,29912.32,m,altitude,39.200000000000045,m,speed,12.253,m/s,power,252,watts,cadence,92,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906629,s,position_lat,464997016,semicircles,position_long,-921043173,semicircles,distance,29924.64,m,altitude,39.200000000000045,m,speed,12.261,m/s,power,334,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906630,s,position_lat,464997702,semicircles,position_long,-921044628,semicircles,distance,29936.98,m,altitude,39.0,m,speed,12.107,m/s,power,334,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906631,s,position_lat,464998449,semicircles,position_long,-921045969,semicircles,distance,29948.94,m,altitude,39.0,m,speed,12.263,m/s,power,361,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906632,s,position_lat,464999268,semicircles,position_long,-921047268,semicircles,distance,29961.06,m,altitude,39.0,m,speed,11.971,m/s,power,476,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906633,s,position_lat,465000138,semicircles,position_long,-921048605,semicircles,distance,29973.7,m,altitude,39.0,m,speed,12.336,m/s,power,460,watts,cadence,94,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906633,s,position_lat,465000734,semicircles,position_long,-921049813,semicircles,distance,29984.05,m,altitude,39.0,m,speed,12.092,m/s,power,325,watts,cadence,94,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906635,s,position_lat,465001445,semicircles,position_long,-921051189,semicircles,distance,29996.02,m,altitude,39.0,m,speed,11.925,m/s,power,294,watts,cadence,94,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906635,s,position_lat,465002223,semicircles,position_long,-921052533,semicircles,distance,30008.17,m,altitude,39.0,m,speed,12.337,m/s,power,222,watts,cadence,99,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906637,s,position_lat,465003051,semicircles,position_long,-921053897,semicircles,distance,30020.72,m,altitude,39.0,m,speed,12.146,m/s,power,343,watts,cadence,99,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906637,s,position_lat,465003873,semicircles,position_long,-921055184,semicircles,distance,30032.79,m,altitude,39.0,m,speed,12.132,m/s,power,343,watts,cadence,99,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906638,s,position_lat,465004706,semicircles,position_long,-921056519,semicircles,distance,30045.2,m,altitude,39.0,m,speed,12.254,m/s,power,279,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906640,s,position_lat,465005566,semicircles,position_long,-921057871,semicircles,distance,30057.87,m,altitude,39.0,m,speed,12.173,m/s,power,279,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906641,s,position_lat,465006383,semicircles,position_long,-921059233,semicircles,distance,30070.34,m,altitude,39.0,m,speed,12.074,m/s,power,251,watts,cadence,91,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906641,s,position_lat,465007130,semicircles,position_long,-921060579,semicircles,distance,30082.35,m,altitude,39.200000000000045,m,speed,12.072,m/s,power,299,watts,cadence,90,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906643,s,position_lat,465007874,semicircles,position_long,-921061970,semicircles,distance,30094.59,m,altitude,39.39999999999998,m,speed,11.884,m/s,power,408,watts,cadence,90,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906643,s,position_lat,465008495,semicircles,position_long,-921063298,semicircles,distance,30105.79,m,altitude,39.60000000000002,m,speed,11.651,m/s,power,496,watts,cadence,90,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906644,s,position_lat,465009090,semicircles,position_long,-921064695,semicircles,distance,30117.25,m,altitude,39.799999999999955,m,speed,11.935,m/s,power,501,watts,cadence,90,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906645,s,position_lat,465009774,semicircles,position_long,-921066028,semicircles,distance,30128.78,m,altitude,40.200000000000045,m,speed,11.957,m/s,power,446,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906646,s,position_lat,465010549,semicircles,position_long,-921067405,semicircles,distance,30141.1,m,altitude,40.39999999999998,m,speed,12.843,m/s,power,467,watts,cadence,96,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906647,s,position_lat,465011355,semicircles,position_long,-921068560,semicircles,distance,30152.32,m,altitude,40.799999999999955,m,speed,11.581,m/s,power,465,watts,cadence,96,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906648,s,position_lat,465012236,semicircles,position_long,-921069748,semicircles,distance,30164.16,m,altitude,41.0,m,speed,11.837,m/s,power,461,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906649,s,position_lat,465013029,semicircles,position_long,-921070954,semicircles,distance,30175.6,m,altitude,41.200000000000045,m,speed,11.966,m/s,power,418,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906651,s,position_lat,465013734,semicircles,position_long,-921072206,semicircles,distance,30186.81,m,altitude,41.39999999999998,m,speed,11.414,m/s,power,418,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906652,s,position_lat,465014419,semicircles,position_long,-921073498,semicircles,distance,30198.16,m,altitude,41.799999999999955,m,speed,11.155,m/s,power,407,watts,cadence,94,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906652,s,position_lat,465015039,semicircles,position_long,-921074865,semicircles,distance,30209.63,m,altitude,42.200000000000045,m,speed,11.459,m/s,power,425,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906654,s,position_lat,465015668,semicircles,position_long,-921076267,semicircles,distance,30221.37,m,altitude,42.39999999999998,m,speed,11.327,m/s,power,405,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906655,s,position_lat,465016342,semicircles,position_long,-921077608,semicircles,distance,30232.95,m,altitude,42.799999999999955,m,speed,11.342,m/s,power,421,watts,cadence,92,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906656,s,position_lat,465017008,semicircles,position_long,-921078907,semicircles,distance,30244.24,m,altitude,43.0,m,speed,11.252,m/s,power,467,watts,cadence,92,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906657,s,position_lat,465017683,semicircles,position_long,-921080164,semicircles,distance,30255.32,m,altitude,43.200000000000045,m,speed,11.018,m/s,power,548,watts,cadence,92,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906657,s,position_lat,465018415,semicircles,position_long,-921081429,semicircles,distance,30266.75,m,altitude,43.39999999999998,m,speed,11.771,m/s,power,677,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906658,s,position_lat,465019181,semicircles,position_long,-921082652,semicircles,distance,30278.14,m,altitude,43.60000000000002,m,speed,11.578,m/s,power,642,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906660,s,position_lat,465019965,semicircles,position_long,-921084022,semicircles,distance,30290.48,m,altitude,43.799999999999955,m,speed,11.744,m/s,power,696,watts,cadence,96,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906661,s,position_lat,465020595,semicircles,position_long,-921085431,semicircles,distance,30302.27,m,altitude,43.799999999999955,m,speed,11.864,m/s,power,690,watts,cadence,97,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906662,s,position_lat,465021306,semicircles,position_long,-921086788,semicircles,distance,30314.15,m,altitude,44.0,m,speed,11.523,m/s,power,389,watts,cadence,96,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906663,s,position_lat,465021970,semicircles,position_long,-921088150,semicircles,distance,30325.8,m,altitude,44.200000000000045,m,speed,11.159,m/s,power,196,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906664,s,position_lat,465022663,semicircles,position_long,-921089626,semicircles,distance,30338.31,m,altitude,44.200000000000045,m,speed,11.696,m/s,power,372,watts,cadence,94,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906665,s,position_lat,465023225,semicircles,position_long,-921090959,semicircles,distance,30349.32,m,altitude,44.39999999999998,m,speed,11.342,m/s,power,494,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906665,s,position_lat,465023800,semicircles,position_long,-921092232,semicircles,distance,30360.0,m,altitude,44.39999999999998,m,speed,10.752,m/s,power,494,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906667,s,position_lat,465024263,semicircles,position_long,-921093682,semicircles,distance,30371.37,m,altitude,44.39999999999998,m,speed,11.068,m/s,power,475,watts,cadence,101,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906668,s,position_lat,465024780,semicircles,position_long,-921095077,semicircles,distance,30382.58,m,altitude,44.60000000000002,m,speed,10.845,m/s,power,367,watts,cadence,100,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906669,s,position_lat,465025313,semicircles,position_long,-921096401,semicircles,distance,30393.41,m,altitude,44.60000000000002,m,speed,10.753,m/s,power,455,watts,cadence,100,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906670,s,position_lat,465025776,semicircles,position_long,-921097796,semicircles,distance,30404.41,m,altitude,44.60000000000002,m,speed,10.289,m/s,power,333,watts,cadence,99,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906670,s,position_lat,465026224,semicircles,position_long,-921099118,semicircles,distance,30414.86,m,altitude,44.799999999999955,m,speed,10.307,m/s,power,445,watts,cadence,97,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906671,s,position_lat,465026653,semicircles,position_long,-921100486,semicircles,distance,30425.55,m,altitude,45.0,m,speed,10.47,m/s,power,486,watts,cadence,97,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906672,s,position_lat,465027038,semicircles,position_long,-921101832,semicircles,distance,30435.96,m,altitude,45.200000000000045,m,speed,10.219,m/s,power,398,watts,cadence,94,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906673,s,position_lat,465027376,semicircles,position_long,-921103160,semicircles,distance,30446.1,m,altitude,45.60000000000002,m,speed,10.259,m/s,power,398,watts,cadence,94,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906674,s,position_lat,465027746,semicircles,position_long,-921104470,semicircles,distance,30456.21,m,altitude,45.799999999999955,m,speed,10.014,m/s,power,182,watts,cadence,90,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906676,s,position_lat,465028055,semicircles,position_long,-921105735,semicircles,distance,30465.84,m,altitude,46.0,m,speed,9.683,m/s,power,163,watts,cadence,89,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906677,s,position_lat,465028423,semicircles,position_long,-921106906,semicircles,distance,30475.0,m,altitude,46.0,m,speed,9.154,m/s,power,174,watts,cadence,86,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906678,s,position_lat,465028814,semicircles,position_long,-921108084,semicircles,distance,30484.3,m,altitude,46.39999999999998,m,speed,9.131,m/s,power,174,watts,cadence,86,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906679,s,position_lat,465029208,semicircles,position_long,-921109160,semicircles,distance,30492.93,m,altitude,46.799999999999955,m,speed,8.632,m/s,power,174,watts,cadence,86,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906680,s,position_lat,465029620,semicircles,position_long,-921110144,semicircles,distance,30501.05,m,altitude,47.0,m,speed,7.952,m/s,power,0,watts,cadence,0,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906681,s,position_lat,465030269,semicircles,position_long,-921110736,semicircles,distance,30508.46,m,altitude,47.39999999999998,m,speed,6.905,m/s,power,0,watts,cadence,0,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906682,s,position_lat,465030994,semicircles,position_long,-921110966,semicircles,distance,30515.4,m,altitude,47.60000000000002,m,speed,6.876,m/s,power,0,watts,cadence,0,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906683,s,position_lat,465031771,semicircles,position_long,-921111375,semicircles,distance,30523.13,m,altitude,47.799999999999955,m,speed,8.003,m/s,power,9,watts,cadence,28,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906684,s,position_lat,465032528,semicircles,position_long,-921111778,semicircles,distance,30530.24,m,altitude,48.0,m,speed,8.147,m/s,power,453,watts,cadence,87,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906684,s,position_lat,465033078,semicircles,position_long,-921112458,semicircles,distance,30536.93,m,altitude,48.200000000000045,m,speed,8.346,m/s,power,338,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906685,s,position_lat,465033415,semicircles,position_long,-921113436,semicircles,distance,30544.52,m,altitude,48.60000000000002,m,speed,8.382,m/s,power,155,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906687,s,position_lat,465033623,semicircles,position_long,-921114667,semicircles,distance,30553.66,m,altitude,48.799999999999955,m,speed,8.416,m/s,power,274,watts,cadence,88,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906687,s,position_lat,465033699,semicircles,position_long,-921115918,semicircles,distance,30562.72,m,altitude,49.200000000000045,m,speed,8.615,m/s,power,186,watts,cadence,89,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906689,s,position_lat,465033764,semicircles,position_long,-921117579,semicircles,distance,30574.76,m,altitude,49.39999999999998,m,speed,8.583,m/s,power,108,watts,cadence,89,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906689,s,position_lat,465033768,semicircles,position_long,-921118374,semicircles,distance,30580.48,m,altitude,49.60000000000002,m,speed,8.487,m/s,power,125,watts,cadence,89,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906691,s,position_lat,465033872,semicircles,position_long,-921119586,semicircles,distance,30589.34,m,altitude,49.799999999999955,m,speed,8.607,m/s,power,277,watts,cadence,91,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906691,s,position_lat,465034037,semicircles,position_long,-921120742,semicircles,distance,30597.87,m,altitude,50.0,m,speed,9.088,m/s,power,194,watts,cadence,91,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906692,s,position_lat,465034170,semicircles,position_long,-921121940,semicircles,distance,30606.67,m,altitude,50.200000000000045,m,speed,8.779,m/s,power,137,watts,cadence,91,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906694,s,position_lat,465034295,semicircles,position_long,-921123343,semicircles,distance,30616.92,m,altitude,50.39999999999998,m,speed,8.795,m/s,power,137,watts,cadence,91,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906694,s,position_lat,465034372,semicircles,position_long,-921124359,semicircles,distance,30624.34,m,altitude,50.60000000000002,m,speed,8.804,m/s,power,182,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906695,s,position_lat,465034480,semicircles,position_long,-921125643,semicircles,distance,30633.71,m,altitude,50.60000000000002,m,speed,9.398,m/s,power,437,watts,cadence,98,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906697,s,position_lat,465034606,semicircles,position_long,-921127018,semicircles,distance,30643.76,m,altitude,50.799999999999955,m,speed,10.021,m/s,power,437,watts,cadence,98,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906698,s,position_lat,465034707,semicircles,position_long,-921128301,semicircles,distance,30653.13,m,altitude,50.799999999999955,m,speed,9.311,m/s,power,334,watts,cadence,97,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906698,s,position_lat,465034802,semicircles,position_long,-921129662,semicircles,distance,30663.06,m,altitude,51.0,m,speed,9.899,m/s,power,184,watts,cadence,93,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906700,s,position_lat,465034948,semicircles,position_long,-921131137,semicircles,distance,30673.82,m,altitude,51.0,m,speed,9.928,m/s,power,259,watts,cadence,94,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906700,s,position_lat,465035098,semicircles,position_long,-921132580,semicircles,distance,30684.35,m,altitude,51.200000000000045,m,speed,10.335,m/s,power,175,watts,cadence,95,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906701,s,position_lat,465035092,semicircles,position_long,-921134128,semicircles,distance,30695.59,m,altitude,51.200000000000045,m,speed,10.978,m/s,power,260,watts,cadence,96,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906702,s,position_lat,465035018,semicircles,position_long,-921135643,semicircles,distance,30706.61,m,altitude,51.200000000000045,m,speed,10.679,m/s,power,245,watts,cadence,90,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906704,s,position_lat,465034956,semicircles,position_long,-921137238,semicircles,distance,30718.21,m,altitude,51.39999999999998,m,speed,11.113,m/s,power,245,watts,cadence,90,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906705,s,position_lat,465034943,semicircles,position_long,-921138737,semicircles,distance,30729.1,m,altitude,51.39999999999998,m,speed,10.753,m/s,power,314,watts,cadence,89,rpm,temperature,27,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648906706,s,position_lat,465034966,semicircles,position_long,-921140242,semicircles,distance,30740.03,m,altitude,51.39999999999998,m,speed,10.758,m/s,power,275,watts,cadence,90,rpm,temperature,27,°C,,,,,,,,,,,,,
