Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,
Data,5,record,timestamp,648905332,s,position_lat,464988369,semicircles,position_long,-920013785,semicircles,distance,15512.95,m,altitude,111.0,m,speed,8.513,m/s,power,463,watts,cadence,118,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905333,s,position_lat,464988265,semicircles,position_long,-920015054,semicircles,distance,15522.22,m,altitude,111.20000000000005,m,speed,9.158,m/s,power,272,watts,cadence,116,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905334,s,position_lat,464988056,semicircles,position_long,-920016350,semicircles,distance,15531.8,m,altitude,111.20000000000005,m,speed,9.554,m/s,power,277,watts,cadence,108,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905335,s,position_lat,464987838,semicircles,position_long,-920017598,semicircles,distance,15541.04,m,altitude,111.39999999999998,m,speed,8.978,m/s,power,220,watts,cadence,105,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905336,s,position_lat,464987569,semicircles,position_long,-920018980,semicircles,distance,15551.31,m,altitude,111.60000000000002,m,speed,10.178,m/s,power,114,watts,cadence,107,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905337,s,position_lat,464987303,semicircles,position_long,-920020323,semicircles,distance,15561.34,m,altitude,111.60000000000002,m,speed,9.903,m/s,power,114,watts,cadence,107,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905338,s,position_lat,464987050,semicircles,position_long,-920021719,semicircles,distance,15571.73,m,altitude,111.79999999999995,m,speed,10.348,m/s,power,67,watts,cadence,107,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905339,s,position_lat,464986739,semicircles,position_long,-920023106,semicircles,distance,15582.17,m,altitude,111.79999999999995,m,speed,10.145,m/s,power,88,watts,cadence,87,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905340,s,position_lat,464986394,semicircles,position_long,-920024420,semicircles,distance,15592.18,m,altitude,112.0,m,speed,10.291,m/s,power,198,watts,cadence,84,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905341,s,position_lat,464986147,semicircles,position_long,-920025834,semicircles,distance,15602.61,m,altitude,112.0,m,speed,10.688,m/s,power,203,watts,cadence,86,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905342,s,position_lat,464985852,semicircles,position_long,-920027238,semicircles,distance,15613.02,m,altitude,112.0,m,speed,10.809,m/s,power,175,watts,cadence,89,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905343,s,position_lat,464985522,semicircles,position_long,-920028722,semicircles,distance,15624.07,m,altitude,112.20000000000005,m,speed,11.557,m/s,power,144,watts,cadence,91,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905344,s,position_lat,464985215,semicircles,position_long,-920030235,semicircles,distance,15635.34,m,altitude,112.20000000000005,m,speed,11.692,m/s,power,116,watts,cadence,93,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905345,s,position_lat,464984870,semicircles,position_long,-920031768,semicircles,distance,15646.88,m,altitude,112.20000000000005,m,speed,11.177,m/s,power,116,watts,cadence,93,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905346,s,position_lat,464984503,semicircles,position_long,-920033375,semicircles,distance,15659.0,m,altitude,112.39999999999998,m,speed,12.012,m/s,power,107,watts,cadence,94,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905347,s,position_lat,464984137,semicircles,position_long,-920034930,semicircles,distance,15670.77,m,altitude,112.39999999999998,m,speed,11.983,m/s,power,107,watts,cadence,94,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905348,s,position_lat,464983744,semicircles,position_long,-920036571,semicircles,distance,15683.23,m,altitude,112.20000000000005,m,speed,12.138,m/s,power,107,watts,cadence,94,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905349,s,position_lat,464983307,semicircles,position_long,-920038109,semicircles,distance,15695.09,m,altitude,112.0,m,speed,11.938,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905350,s,position_lat,464982880,semicircles,position_long,-920039730,semicircles,distance,15707.51,m,altitude,111.79999999999995,m,speed,12.148,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905351,s,position_lat,464982457,semicircles,position_long,-920041302,semicircles,distance,15719.57,m,altitude,111.60000000000002,m,speed,11.487,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905352,s,position_lat,464982020,semicircles,position_long,-920042800,semicircles,distance,15731.18,m,altitude,111.60000000000002,m,speed,11.379,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905353,s,position_lat,464981584,semicircles,position_long,-920044311,semicircles,distance,15742.87,m,altitude,111.20000000000005,m,speed,11.263,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905354,s,position_lat,464981204,semicircles,position_long,-920045777,semicircles,distance,15754.09,m,altitude,110.79999999999995,m,speed,11.6,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905355,s,position_lat,464980828,semicircles,position_long,-920047408,semicircles,distance,15766.42,m,altitude,110.60000000000002,m,speed,12.739,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905356,s,position_lat,464980477,semicircles,position_long,-920048887,semicircles,distance,15777.65,m,altitude,110.39999999999998,m,speed,11.755,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905357,s,position_lat,464980290,semicircles,position_long,-920050480,semicircles,distance,15789.32,m,altitude,110.0,m,speed,11.477,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905358,s,position_lat,464980085,semicircles,position_long,-920052086,semicircles,distance,15801.12,m,altitude,109.60000000000002,m,speed,11.665,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905359,s,position_lat,464979866,semicircles,position_long,-920053671,semicircles,distance,15812.79,m,altitude,109.20000000000005,m,speed,11.699,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905360,s,position_lat,464979593,semicircles,position_long,-920055327,semicircles,distance,15825.05,m,altitude,109.0,m,speed,12.456,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905361,s,position_lat,464979246,semicircles,position_long,-920057030,semicircles,distance,15837.75,m,altitude,108.60000000000002,m,speed,12.964,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905362,s,position_lat,464978855,semicircles,position_long,-920058712,semicircles,distance,15850.41,m,altitude,108.20000000000005,m,speed,13.103,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905363,s,position_lat,464978546,semicircles,position_long,-920060471,semicircles,distance,15863.36,m,altitude,107.79999999999995,m,speed,13.392,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905364,s,position_lat,464978362,semicircles,position_long,-920062235,semicircles,distance,15876.25,m,altitude,107.39999999999998,m,speed,13.308,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905365,s,position_lat,464978264,semicircles,position_long,-920064160,semicircles,distance,15890.26,m,altitude,106.79999999999995,m,speed,13.785,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905366,s,position_lat,464978279,semicircles,position_long,-920066000,semicircles,distance,15903.63,m,altitude,106.20000000000005,m,speed,13.756,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905367,s,position_lat,464978414,semicircles,position_long,-920067901,semicircles,distance,15917.47,m,altitude,105.79999999999995,m,speed,13.423,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905368,s,position_lat,464978624,semicircles,position_long,-920069722,semicircles,distance,15930.81,m,altitude,105.39999999999998,m,speed,12.733,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905369,s,position_lat,464978998,semicircles,position_long,-920071510,semicircles,distance,15944.21,m,altitude,104.79999999999995,m,speed,13.165,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905370,s,position_lat,464979307,semicircles,position_long,-920073192,semicircles,distance,15956.76,m,altitude,104.20000000000005,m,speed,13.062,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905371,s,position_lat,464979673,semicircles,position_long,-920074817,semicircles,distance,15969.04,m,altitude,103.79999999999995,m,speed,13.077,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905372,s,position_lat,464979437,semicircles,position_long,-920076957,semicircles,distance,15984.35,m,altitude,103.0,m,speed,12.959,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905373,s,position_lat,464979427,semicircles,position_long,-920078963,semicircles,distance,15998.92,m,altitude,102.39999999999998,m,speed,13.037,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905374,s,position_lat,464979383,semicircles,position_long,-920080849,semicircles,distance,16012.62,m,altitude,101.79999999999995,m,speed,13.416,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905375,s,position_lat,464979172,semicircles,position_long,-920082783,semicircles,distance,16026.8,m,altitude,101.20000000000005,m,speed,13.266,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905376,s,position_lat,464978883,semicircles,position_long,-920084491,semicircles,distance,16039.5,m,altitude,100.60000000000002,m,speed,12.706,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905377,s,position_lat,464978492,semicircles,position_long,-920086182,semicircles,distance,16052.31,m,altitude,100.0,m,speed,12.261,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905378,s,position_lat,464978192,semicircles,position_long,-920087932,semicircles,distance,16065.21,m,altitude,99.39999999999998,m,speed,12.358,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905379,s,position_lat,464977618,semicircles,position_long,-920089524,semicircles,distance,16077.95,m,altitude,98.79999999999995,m,speed,12.551,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905380,s,position_lat,464976980,semicircles,position_long,-920090998,semicircles,distance,16090.19,m,altitude,98.0,m,speed,12.563,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905381,s,position_lat,464976245,semicircles,position_long,-920092455,semicircles,distance,16102.79,m,altitude,97.60000000000002,m,speed,12.451,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905382,s,position_lat,464975457,semicircles,position_long,-920093805,semicircles,distance,16115.03,m,altitude,97.0,m,speed,12.023,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905383,s,position_lat,464974678,semicircles,position_long,-920095034,semicircles,distance,16126.52,m,altitude,96.60000000000002,m,speed,11.077,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905384,s,position_lat,464973881,semicircles,position_long,-920096129,semicircles,distance,16137.38,m,altitude,96.0,m,speed,10.19,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905385,s,position_lat,464973105,semicircles,position_long,-920097051,semicircles,distance,16147.19,m,altitude,95.39999999999998,m,speed,9.014,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905386,s,position_lat,464972395,semicircles,position_long,-920097831,semicircles,distance,16155.87,m,altitude,94.79999999999995,m,speed,7.769,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905387,s,position_lat,464971794,semicircles,position_long,-920098465,semicircles,distance,16163.09,m,altitude,94.39999999999998,m,speed,6.561,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905388,s,position_lat,464971291,semicircles,position_long,-920098971,semicircles,distance,16169.03,m,altitude,94.0,m,speed,5.56,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905389,s,position_lat,464970890,semicircles,position_long,-920099339,semicircles,distance,16173.61,m,altitude,93.60000000000002,m,speed,4.534,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905390,s,position_lat,464970506,semicircles,position_long,-920099649,semicircles,distance,16177.82,m,altitude,93.39999999999998,m,speed,4.132,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905391,s,position_lat,464970191,semicircles,position_long,-920099846,semicircles,distance,16181.02,m,altitude,93.0,m,speed,3.121,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905392,s,position_lat,464969975,semicircles,position_long,-920099968,semicircles,distance,16182.97,m,altitude,92.79999999999995,m,speed,1.736,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905393,s,position_lat,464969821,semicircles,position_long,-920100045,semicircles,distance,16184.3,m,altitude,92.60000000000002,m,speed,1.127,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905394,s,position_lat,464969752,semicircles,position_long,-920100038,semicircles,distance,16184.65,m,altitude,92.39999999999998,m,speed,0.457,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,4,unknown,unknown,38|173|130|179,,unknown,1,,unknown,1,,unknown,3,,unknown,2,,unknown,1,,unknown,3,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,648905428,s,position_lat,464969910,semicircles,position_long,-920099889,semicircles,distance,16185.35,m,altitude,90.20000000000005,m,speed,0.0,m/s,temperature,28,°C,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,648905430,s,position_lat,464969906,semicircles,position_long,-920099891,semicircles,distance,16185.39,m,altitude,89.79999999999995,m,speed,0.0,m/s,temperature,28,°C,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,648905432,s,position_lat,464969900,semicircles,position_long,-920099891,semicircles,distance,16185.42,m,altitude,89.60000000000002,m,speed,0.0,m/s,temperature,28,°C,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,648905434,s,position_lat,464969898,semicircles,position_long,-920099892,semicircles,distance,16185.45,m,altitude,89.39999999999998,m,speed,0.0,m/s,temperature,28,°C,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,648905436,s,position_lat,464969900,semicircles,position_long,-920099891,semicircles,distance,16185.45,m,altitude,89.20000000000005,m,speed,0.0,m/s,temperature,28,°C,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,648905451,s,position_lat,464969584,semicircles,position_long,-920100119,semicircles,distance,16188.87,m,altitude,88.39999999999998,m,speed,2.487,m/s,temperature,28,°C,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,38|173|130|238,,unknown,1,,unknown,1,,unknown,3,,unknown,2,,unknown,32,,unknown,3,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,648905454,s,position_lat,464968939,semicircles,position_long,-920100685,semicircles,distance,16196.13,m,altitude,88.39999999999998,m,speed,3.635,m/s,power,334,watts,cadence,31,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905454,s,position_lat,464968488,semicircles,position_long,-920101101,semicircles,distance,16201.27,m,altitude,88.39999999999998,m,speed,4.96,m/s,power,334,watts,cadence,31,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905456,s,position_lat,464968026,semicircles,position_long,-920101579,semicircles,distance,16206.78,m,altitude,88.39999999999998,m,speed,5.491,m/s,power,362,watts,cadence,41,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905456,s,position_lat,464967542,semicircles,position_long,-920102101,semicircles,distance,16212.68,m,altitude,88.39999999999998,m,speed,5.968,m/s,power,362,watts,cadence,41,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905457,s,position_lat,464967053,semicircles,position_long,-920102633,semicircles,distance,16218.64,m,altitude,88.39999999999998,m,speed,5.505,m/s,power,237,watts,cadence,56,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905458,s,position_lat,464966510,semicircles,position_long,-920103162,semicircles,distance,16224.99,m,altitude,88.39999999999998,m,speed,5.881,m/s,power,283,watts,cadence,69,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905460,s,position_lat,464965940,semicircles,position_long,-920103736,semicircles,distance,16231.74,m,altitude,88.39999999999998,m,speed,6.369,m/s,power,283,watts,cadence,69,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905460,s,position_lat,464965286,semicircles,position_long,-920104374,semicircles,distance,16239.37,m,altitude,88.39999999999998,m,speed,7.596,m/s,power,157,watts,cadence,81,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905461,s,position_lat,464964548,semicircles,position_long,-920105070,semicircles,distance,16247.9,m,altitude,88.39999999999998,m,speed,8.417,m/s,power,94,watts,cadence,84,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905462,s,position_lat,464963756,semicircles,position_long,-920105782,semicircles,distance,16256.9,m,altitude,88.39999999999998,m,speed,8.334,m/s,power,136,watts,cadence,90,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905463,s,position_lat,464962892,semicircles,position_long,-920106579,semicircles,distance,16266.81,m,altitude,88.20000000000005,m,speed,9.114,m/s,power,128,watts,cadence,88,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905465,s,position_lat,464962013,semicircles,position_long,-920107336,semicircles,distance,16276.66,m,altitude,88.20000000000005,m,speed,9.15,m/s,power,95,watts,cadence,87,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905466,s,position_lat,464961119,semicircles,position_long,-920108119,semicircles,distance,16286.74,m,altitude,88.20000000000005,m,speed,9.715,m/s,power,95,watts,cadence,87,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905466,s,position_lat,464960240,semicircles,position_long,-920108888,semicircles,distance,16296.64,m,altitude,88.20000000000005,m,speed,9.863,m/s,power,69,watts,cadence,93,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905467,s,position_lat,464959333,semicircles,position_long,-920109671,semicircles,distance,16306.81,m,altitude,88.20000000000005,m,speed,10.107,m/s,power,69,watts,cadence,93,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905469,s,position_lat,464958481,semicircles,position_long,-920110531,semicircles,distance,16316.91,m,altitude,88.0,m,speed,9.985,m/s,power,146,watts,cadence,94,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905470,s,position_lat,464957729,semicircles,position_long,-920111492,semicircles,distance,16326.79,m,altitude,87.79999999999995,m,speed,9.756,m/s,power,115,watts,cadence,94,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905471,s,position_lat,464956901,semicircles,position_long,-920112518,semicircles,distance,16337.48,m,altitude,87.79999999999995,m,speed,10.435,m/s,power,131,watts,cadence,94,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905472,s,position_lat,464956172,semicircles,position_long,-920113611,semicircles,distance,16347.92,m,altitude,87.60000000000002,m,speed,10.461,m/s,power,131,watts,cadence,94,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905473,s,position_lat,464955540,semicircles,position_long,-920114848,semicircles,distance,16358.66,m,altitude,87.39999999999998,m,speed,10.273,m/s,power,131,watts,cadence,94,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905474,s,position_lat,464954871,semicircles,position_long,-920116090,semicircles,distance,16369.62,m,altitude,87.20000000000005,m,speed,10.569,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905475,s,position_lat,464954284,semicircles,position_long,-920117367,semicircles,distance,16380.38,m,altitude,87.20000000000005,m,speed,10.554,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905476,s,position_lat,464953730,semicircles,position_long,-920118674,semicircles,distance,16391.17,m,altitude,87.0,m,speed,10.763,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905476,s,position_lat,464953203,semicircles,position_long,-920119991,semicircles,distance,16401.93,m,altitude,86.79999999999995,m,speed,10.975,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905478,s,position_lat,464952669,semicircles,position_long,-920121393,semicircles,distance,16413.25,m,altitude,86.60000000000002,m,speed,10.949,m/s,power,8,watts,cadence,33,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905479,s,position_lat,464952150,semicircles,position_long,-920122765,semicircles,distance,16424.33,m,altitude,86.20000000000005,m,speed,11.198,m/s,power,8,watts,cadence,33,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905480,s,position_lat,464951695,semicircles,position_long,-920124137,semicircles,distance,16435.15,m,altitude,86.0,m,speed,10.928,m/s,power,8,watts,cadence,33,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905481,s,position_lat,464951154,semicircles,position_long,-920125718,semicircles,distance,16447.69,m,altitude,85.79999999999995,m,speed,11.293,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905482,s,position_lat,464950670,semicircles,position_long,-920127091,semicircles,distance,16458.63,m,altitude,85.60000000000002,m,speed,11.406,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905483,s,position_lat,464950127,semicircles,position_long,-920128541,semicircles,distance,16470.31,m,altitude,85.39999999999998,m,speed,11.409,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905484,s,position_lat,464949558,semicircles,position_long,-920130058,semicircles,distance,16482.54,m,altitude,85.0,m,speed,11.282,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905484,s,position_lat,464949040,semicircles,position_long,-920131446,semicircles,distance,16493.71,m,altitude,84.60000000000002,m,speed,11.26,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905486,s,position_lat,464948515,semicircles,position_long,-920132878,semicircles,distance,16505.2,m,altitude,84.39999999999998,m,speed,11.124,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905486,s,position_lat,464948045,semicircles,position_long,-920134265,semicircles,distance,16516.18,m,altitude,84.20000000000005,m,speed,10.851,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905488,s,position_lat,464947598,semicircles,position_long,-920135632,semicircles,distance,16526.95,m,altitude,84.0,m,speed,10.354,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905489,s,position_lat,464947157,semicircles,position_long,-920136884,semicircles,distance,16536.93,m,altitude,83.79999999999995,m,speed,10.14,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905490,s,position_lat,464946598,semicircles,position_long,-920138135,semicircles,distance,16547.39,m,altitude,83.60000000000002,m,speed,10.765,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905491,s,position_lat,464946124,semicircles,position_long,-920139449,semicircles,distance,16557.91,m,altitude,83.39999999999998,m,speed,10.535,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905492,s,position_lat,464945616,semicircles,position_long,-920140622,semicircles,distance,16567.64,m,altitude,83.20000000000005,m,speed,10.188,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905492,s,position_lat,464945108,semicircles,position_long,-920141801,semicircles,distance,16577.41,m,altitude,83.20000000000005,m,speed,10.148,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905494,s,position_lat,464944606,semicircles,position_long,-920143040,semicircles,distance,16587.55,m,altitude,82.79999999999995,m,speed,9.944,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905495,s,position_lat,464944279,semicircles,position_long,-920144207,semicircles,distance,16596.56,m,altitude,82.60000000000002,m,speed,9.33,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
Data,5,record,timestamp,648905496,s,position_lat,464943889,semicircles,position_long,-920145477,semicircles,distance,16606.47,m,altitude,82.20000000000005,m,speed,9.446,m/s,power,0,watts,cadence,0,rpm,temperature,28,°C,,,,,,,,,,,,,
