Timestamp [s],Event,Event Type,Event Group,Event Data,Timestamp,Cadence [rpm],Speed [m/s],Distance [m],Power [watts],Latitude [semicircles],Longitude [semicircles],Altitude [m],
Sat Jul 24 06:52:38 EDT 2010,TIMER,START,0,Trigger: MANUAL,
Sat Jul 24 06:52:39 EDT 2010,BATTERY,MARKER,135,,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:09 EDT 2010,89,11.277,44626.81,373,465197436,-920961647,90.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:10 EDT 2010,88,11.561,44638.79,358,465197365,-920959999,90.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:11 EDT 2010,100,11.323,44650.4,352,465197272,-920958405,90.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:12 EDT 2010,104,10.58,44661.47,276,465197290,-920956879,90.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:13 EDT 2010,105,10.397,44672.27,703,465197341,-920955393,90.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:14 EDT 2010,105,11.58,44683.53,703,465197418,-920953837,91.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:15 EDT 2010,107,11.837,44694.58,488,465197572,-920952323,91.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:16 EDT 2010,106,11.723,44705.88,594,465197896,-920950822,91.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:17 EDT 2010,108,11.05,44717.04,594,465198341,-920949396,91.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:18 EDT 2010,110,11.543,44729.12,692,465198894,-920947889,92.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:19 EDT 2010,112,11.242,44740.44,550,465199521,-920946539,92.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:20 EDT 2010,113,11.89,44752.41,494,465200215,-920945138,92.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:21 EDT 2010,105,12.622,44765.56,168,465201164,-920943760,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:22 EDT 2010,95,12.768,44780.22,80,465202364,-920942355,93.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:23 EDT 2010,95,12.763,44794.15,80,465203182,-920940749,93.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:24 EDT 2010,95,12.419,44807.49,80,465204195,-920939424,93.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:25 EDT 2010,16,12.288,44820.79,2,465205195,-920938096,93.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:26 EDT 2010,99,12.811,44834.45,106,465206350,-920936908,93.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:27 EDT 2010,92,12.61,44848.06,46,465207471,-920935697,94.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:28 EDT 2010,92,12.612,44861.6,46,465208609,-920934534,94.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:29 EDT 2010,92,12.156,44874.74,46,465209802,-920933558,94.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:30 EDT 2010,21,12.352,44888.61,3,465211102,-920932612,94.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:31 EDT 2010,94,12.794,44903.15,67,465212486,-920931673,94.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:32 EDT 2010,94,12.386,44916.29,47,465213775,-920930923,94.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:33 EDT 2010,95,12.68,44930.25,55,465215139,-920930121,94.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:34 EDT 2010,95,12.956,44943.91,55,465216483,-920929358,94.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:35 EDT 2010,32,12.744,44957.86,2,465217844,-920928552,94.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:36 EDT 2010,32,12.161,44970.47,2,465219104,-920927900,94.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:37 EDT 2010,32,11.946,44983.33,2,465220386,-920927227,93.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:38 EDT 2010,0,11.913,44994.76,0,465221521,-920926618,93.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:39 EDT 2010,0,11.662,45005.25,0,465222570,-920926083,93.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:40 EDT 2010,92,11.502,45014.97,181,465223543,-920925588,93.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:41 EDT 2010,91,11.271,45024.77,325,465224505,-920925035,93.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:42 EDT 2010,99,10.875,45034.8,393,465225489,-920924472,93.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:43 EDT 2010,101,10.732,45044.61,651,465226433,-920923870,93.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:44 EDT 2010,101,10.835,45055.12,581,465227421,-920923166,93.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:45 EDT 2010,99,10.799,45065.67,506,465228404,-920922440,93.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:46 EDT 2010,96,10.295,45075.29,418,465229304,-920921785,93.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:47 EDT 2010,94,9.955,45085.38,375,465230242,-920921089,93.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:48 EDT 2010,91,9.624,45095.18,571,465231169,-920920445,93.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:49 EDT 2010,91,9.891,45104.6,571,465232072,-920919858,93.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:50 EDT 2010,91,9.987,45114.22,410,465233005,-920919287,94.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:51 EDT 2010,90,8.973,45122.68,363,465233828,-920918793,94.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:52 EDT 2010,88,9.337,45132.01,225,465234740,-920918257,94.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:53 EDT 2010,85,9.108,45141.0,405,465235612,-920917724,94.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:54 EDT 2010,85,9.118,45149.93,405,465236469,-920917172,95.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:55 EDT 2010,88,9.535,45159.31,556,465237350,-920916545,95.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:56 EDT 2010,88,9.012,45168.34,556,465238212,-920915974,95.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:57 EDT 2010,92,9.629,45178.11,537,465239126,-920915310,96.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:58 EDT 2010,94,9.639,45188.35,484,465240086,-920914620,96.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:14:59 EDT 2010,95,9.885,45198.14,457,465241009,-920913973,96.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:00 EDT 2010,96,9.974,45208.51,306,465242000,-920913319,97.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:01 EDT 2010,92,9.784,45218.32,93,465242953,-920912741,97.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:02 EDT 2010,84,9.093,45229.55,52,465244003,-920911975,97.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:03 EDT 2010,84,9.452,45236.62,49,465244704,-920911588,97.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:04 EDT 2010,84,9.029,45245.76,49,465245586,-920911035,97.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:05 EDT 2010,80,10.569,45256.63,69,465246660,-920910444,98.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:06 EDT 2010,80,11.242,45267.94,43,465247781,-920909843,98.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:07 EDT 2010,80,10.375,45279.98,43,465248929,-920909074,98.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:08 EDT 2010,0,11.2,45294.29,0,465250285,-920908144,98.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:09 EDT 2010,0,10.274,45302.0,0,465250969,-920907545,98.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:10 EDT 2010,0,10.438,45313.0,0,465251900,-920906610,98.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:11 EDT 2010,0,11.629,45325.35,0,465252967,-920905600,98.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:12 EDT 2010,0,11.669,45338.48,0,465254116,-920904550,98.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:13 EDT 2010,0,12.215,45355.22,0,465255547,-920903152,98.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:14 EDT 2010,0,12.301,45369.1,0,465256726,-920901980,98.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:15 EDT 2010,0,11.857,45382.42,0,465257850,-920900843,98.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:16 EDT 2010,0,11.401,45395.0,0,465258935,-920899806,98.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:17 EDT 2010,0,11.367,45406.54,0,465259836,-920898711,97.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:18 EDT 2010,0,11.362,45417.93,0,465260746,-920897661,97.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:19 EDT 2010,83,11.339,45430.54,186,465261802,-920896570,97.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:20 EDT 2010,88,11.542,45441.58,251,465262680,-920895549,97.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:21 EDT 2010,91,12.37,45453.75,267,465263657,-920894433,96.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:22 EDT 2010,94,11.911,45465.56,297,465264628,-920893384,96.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:23 EDT 2010,95,12.192,45477.88,268,465265651,-920892308,96.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:24 EDT 2010,99,12.588,45490.81,385,465266719,-920891169,96.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:25 EDT 2010,99,12.329,45502.49,385,465267763,-920890274,95.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:26 EDT 2010,121,11.302,45513.75,526,465268721,-920889319,95.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:27 EDT 2010,119,10.951,45524.68,579,465269610,-920888313,95.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:28 EDT 2010,106,10.542,45534.95,613,465270441,-920887363,94.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:29 EDT 2010,107,11.923,45546.73,159,465271391,-920886276,94.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:30 EDT 2010,107,11.743,45558.58,159,465272328,-920885152,94.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:31 EDT 2010,101,11.769,45571.08,78,465273323,-920883987,94.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:32 EDT 2010,101,12.321,45584.03,78,465274341,-920882764,94.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:33 EDT 2010,101,11.835,45596.76,78,465275295,-920881493,94.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:34 EDT 2010,0,12.132,45609.6,0,465276112,-920880066,93.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:35 EDT 2010,0,11.604,45621.6,0,465276867,-920878724,93.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:36 EDT 2010,105,11.625,45634.4,233,465277533,-920877182,93.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:37 EDT 2010,102,10.869,45646.06,290,465278154,-920875786,93.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:38 EDT 2010,99,10.892,45657.82,167,465278766,-920874367,93.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:39 EDT 2010,93,10.801,45669.15,167,465279357,-920872998,93.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:40 EDT 2010,93,11.084,45680.33,167,465279998,-920871692,93.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:41 EDT 2010,42,11.188,45691.57,31,465280668,-920870404,93.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:42 EDT 2010,92,11.425,45703.0,194,465281361,-920869104,93.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:43 EDT 2010,92,11.264,45714.6,76,465281979,-920867716,93.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:44 EDT 2010,92,11.297,45726.51,76,465282644,-920866314,93.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:45 EDT 2010,92,11.085,45737.56,76,465283222,-920864984,93.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:46 EDT 2010,43,10.742,45747.77,83,465283732,-920863739,93.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:47 EDT 2010,87,10.539,45758.15,257,465284266,-920862483,93.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:48 EDT 2010,95,10.453,45768.25,330,465284846,-920861306,93.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:49 EDT 2010,94,10.468,45778.44,264,465285348,-920860057,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:50 EDT 2010,94,9.866,45788.1,264,465285881,-920858916,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:51 EDT 2010,45,8.42,45796.24,21,465286373,-920857986,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:52 EDT 2010,97,9.202,45805.49,169,465286919,-920856918,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:53 EDT 2010,99,9.672,45814.66,167,465287483,-920855880,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:54 EDT 2010,106,11.232,45825.23,181,465288098,-920854654,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:55 EDT 2010,106,11.367,45836.57,181,465288735,-920853322,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:56 EDT 2010,112,11.994,45848.93,344,465289366,-920851822,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:57 EDT 2010,106,12.209,45861.57,256,465289997,-920850276,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:58 EDT 2010,100,12.051,45873.96,161,465290580,-920848738,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:15:59 EDT 2010,93,12.202,45887.29,67,465291252,-920847114,92.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:00 EDT 2010,93,11.73,45899.88,67,465291890,-920845584,92.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:01 EDT 2010,42,11.704,45912.46,28,465292562,-920844082,92.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:02 EDT 2010,102,11.419,45924.44,328,465293196,-920842645,92.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:03 EDT 2010,104,11.419,45936.17,393,465293828,-920841249,91.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:04 EDT 2010,101,11.202,45947.3,558,465294409,-920839908,91.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:05 EDT 2010,101,11.015,45958.45,558,465294964,-920838547,91.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:06 EDT 2010,107,10.016,45968.19,643,465295470,-920837373,91.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:07 EDT 2010,106,10.462,45978.94,684,465296002,-920836057,91.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:08 EDT 2010,106,10.555,45989.72,713,465296560,-920834757,92.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:09 EDT 2010,104,9.827,45999.65,636,465297085,-920833566,92.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:10 EDT 2010,102,9.458,46008.82,369,465297610,-920832496,92.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:11 EDT 2010,102,9.549,46018.32,323,465298231,-920831445,92.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:12 EDT 2010,102,9.127,46027.75,415,465298933,-920830496,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:13 EDT 2010,104,10.012,46037.36,393,465299568,-920829449,93.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:14 EDT 2010,104,9.899,46047.24,251,465300165,-920828320,93.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:15 EDT 2010,104,10.164,46057.6,180,465300749,-920827106,93.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:16 EDT 2010,104,9.95,46067.63,180,465301453,-920826058,93.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:17 EDT 2010,99,10.483,46077.97,151,465302098,-920824890,93.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:18 EDT 2010,101,10.992,46089.16,112,465302786,-920823622,93.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:19 EDT 2010,93,12.024,46101.29,121,465303215,-920822045,94.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:20 EDT 2010,95,11.525,46112.73,80,465303832,-920820654,94.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:21 EDT 2010,99,12.12,46125.11,191,465304548,-920819182,94.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:22 EDT 2010,98,12.977,46138.51,236,465305522,-920817810,94.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:23 EDT 2010,100,13.014,46151.91,261,465306406,-920816354,94.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:24 EDT 2010,100,13.224,46165.31,261,465307254,-920814860,94.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:25 EDT 2010,100,12.977,46178.44,261,465308138,-920813448,94.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:26 EDT 2010,0,12.447,46191.8,0,465308896,-920811883,94.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:27 EDT 2010,0,11.976,46204.65,0,465309613,-920810371,94.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:28 EDT 2010,0,11.08,46216.12,0,465310238,-920809008,93.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:29 EDT 2010,0,8.977,46226.21,0,465310726,-920807765,93.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:30 EDT 2010,0,7.416,46235.1,0,465311177,-920806684,93.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:31 EDT 2010,0,5.969,46241.93,0,465311541,-920805867,93.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:32 EDT 2010,0,3.992,46246.43,0,465311758,-920805312,93.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:33 EDT 2010,0,2.815,46249.42,0,465311955,-920804983,93.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:34 EDT 2010,0,1.901,46250.93,0,465312057,-920804814,92.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:36 EDT 2010,0,0.0,46250.93,0,465312075,-920804906,92.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:38 EDT 2010,0,0.0,46250.93,0,465311977,-920805032,92.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:40 EDT 2010,0,0.0,46250.93,0,465311933,-920805117,91.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:53 EDT 2010,0,0.0,46251.04,0,465311921,-920805181,90.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:55 EDT 2010,0,0.0,46251.11,0,465311915,-920805165,90.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:57 EDT 2010,0,0.0,46251.19,0,465311904,-920805157,90.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:16:59 EDT 2010,0,0.0,46251.2,0,465311896,-920805151,89.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:17:01 EDT 2010,0,0.0,46251.21,0,465311897,-920805150,89.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:17:33 EDT 2010,0,0.0,46252.02,0,465311913,-920805055,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:17:54 EDT 2010,0,1.869,46254.6,0,465311942,-920804913,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:17:57 EDT 2010,35,3.838,46261.55,185,465312391,-920803918,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:17:58 EDT 2010,35,4.328,46266.36,185,465312666,-920803358,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:17:59 EDT 2010,48,5.043,46271.83,317,465313021,-920802754,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:00 EDT 2010,57,5.3,46277.23,360,465313472,-920802285,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:01 EDT 2010,68,6.492,46283.92,351,465314056,-920801744,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:02 EDT 2010,74,6.973,46290.63,326,465314687,-920801295,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:03 EDT 2010,74,6.853,46297.67,326,465315348,-920800827,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:04 EDT 2010,78,7.029,46304.81,180,465316017,-920800342,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:05 EDT 2010,80,8.247,46313.03,240,465316787,-920799787,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:06 EDT 2010,84,8.05,46321.13,174,465317554,-920799258,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:07 EDT 2010,85,8.401,46329.64,118,465318368,-920798722,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:08 EDT 2010,78,8.733,46338.37,124,465319216,-920798210,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:09 EDT 2010,79,8.385,46347.34,148,465320077,-920797654,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:10 EDT 2010,81,8.688,46355.95,246,465320910,-920797138,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:11 EDT 2010,83,9.282,46365.38,157,465321825,-920796579,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:12 EDT 2010,84,9.433,46374.69,62,465322723,-920796015,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:13 EDT 2010,85,9.057,46384.09,73,465323637,-920795464,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:14 EDT 2010,86,9.335,46393.86,85,465324580,-920794870,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:15 EDT 2010,85,9.061,46403.36,107,465325493,-920794285,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:16 EDT 2010,78,9.418,46412.83,64,465326401,-920793695,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:17 EDT 2010,78,9.814,46422.77,64,465327349,-920793062,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:18 EDT 2010,78,9.545,46432.42,64,465328255,-920792416,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:19 EDT 2010,79,9.629,46442.23,159,465329161,-920791726,88.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:20 EDT 2010,80,9.921,46452.76,158,465330107,-920790929,88.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:21 EDT 2010,81,9.939,46462.97,83,465330962,-920790047,88.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:22 EDT 2010,81,10.045,46473.51,71,465331796,-920789066,88.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:23 EDT 2010,82,10.005,46483.4,82,465332517,-920788064,87.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 08:18:24 EDT 2010,83,10.553,46494.36,58,465333233,-920786866,87.6,
