Timestamp [s],Event,Event Type,Event Group,Event Data,Timestamp,Cadence [rpm],Speed [m/s],Distance [m],Power [watts],Latitude [semicircles],Longitude [semicircles],Altitude [m],
Sat Jul 24 06:52:38 EDT 2010,TIMER,START,0,Trigger: MANUAL,
Sat Jul 24 06:52:39 EDT 2010,BATTERY,MARKER,135,,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:06 EDT 2010,94,12.37,22856.87,183,464807834,-920220042,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:07 EDT 2010,94,12.038,22869.81,220,464808923,-920221153,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:08 EDT 2010,95,12.205,22882.32,372,464809981,-920222217,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:09 EDT 2010,95,12.901,22895.39,372,464811121,-920223270,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:10 EDT 2010,96,12.546,22907.77,502,464812174,-920224312,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:11 EDT 2010,99,12.344,22920.49,472,464813268,-920225361,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:12 EDT 2010,101,13.228,22934.06,374,464814435,-920226485,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:13 EDT 2010,101,13.121,22947.42,287,464815612,-920227537,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:14 EDT 2010,96,13.872,22961.56,380,464816868,-920228632,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:15 EDT 2010,96,13.413,22975.36,312,464818091,-920229706,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:16 EDT 2010,95,12.986,22989.17,286,464819334,-920230748,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:17 EDT 2010,96,13.289,23003.0,269,464820565,-920231816,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:18 EDT 2010,96,13.463,23016.8,377,464821750,-920232960,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:19 EDT 2010,96,13.014,23030.22,377,464822902,-920234071,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:20 EDT 2010,97,13.094,23043.76,344,464823949,-920235369,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:21 EDT 2010,93,13.154,23057.62,130,464824962,-920236772,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:23 EDT 2010,93,13.334,23072.34,130,464825975,-920238329,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:23 EDT 2010,93,13.213,23085.6,130,464826842,-920239780,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:24 EDT 2010,0,13.179,23099.76,0,464827770,-920241325,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:25 EDT 2010,0,12.999,23113.3,0,464828708,-920242750,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:26 EDT 2010,0,12.489,23125.92,0,464829647,-920244015,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:27 EDT 2010,91,12.995,23139.16,305,464830637,-920245329,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:28 EDT 2010,91,13.237,23152.73,193,464831656,-920246667,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:29 EDT 2010,91,13.232,23166.22,193,464832668,-920247995,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:30 EDT 2010,90,12.781,23179.34,130,464833654,-920249288,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:31 EDT 2010,89,12.943,23193.04,197,464834840,-920250409,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:32 EDT 2010,89,12.222,23206.05,197,464836025,-920251362,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:33 EDT 2010,89,11.91,23218.72,199,464837210,-920252219,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:34 EDT 2010,89,12.955,23231.56,203,464838487,-920252890,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:35 EDT 2010,88,12.411,23244.03,91,464839768,-920253392,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:36 EDT 2010,35,11.688,23256.05,11,464841051,-920253601,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:37 EDT 2010,85,11.677,23267.85,365,464842314,-920253753,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:38 EDT 2010,87,11.977,23279.98,438,464843616,-920253877,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:39 EDT 2010,89,11.826,23291.62,513,464844860,-920254062,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:40 EDT 2010,91,13.365,23304.17,586,464846110,-920254713,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:41 EDT 2010,93,12.549,23316.31,528,464847285,-920255439,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:42 EDT 2010,93,13.459,23330.02,528,464848533,-920256442,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:43 EDT 2010,72,13.252,23344.93,279,464849646,-920257927,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:44 EDT 2010,72,11.987,23355.73,279,464850638,-920258766,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:45 EDT 2010,72,11.795,23366.88,279,464851352,-920260000,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:46 EDT 2010,62,11.822,23378.37,18,464852048,-920261306,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:47 EDT 2010,62,11.524,23390.7,18,464852812,-920262693,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:48 EDT 2010,40,11.63,23402.43,46,464853723,-920263810,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:49 EDT 2010,82,11.808,23414.16,66,464854673,-920264879,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:50 EDT 2010,82,9.628,23424.59,66,464855643,-920265602,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:51 EDT 2010,29,9.818,23435.24,2,464856713,-920266124,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:52 EDT 2010,29,9.016,23444.71,2,464857715,-920266381,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:53 EDT 2010,29,8.911,23454.28,2,464858743,-920266546,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:54 EDT 2010,0,9.302,23463.62,0,464859746,-920266701,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:55 EDT 2010,0,8.328,23472.15,0,464860658,-920266865,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:56 EDT 2010,0,8.47,23481.07,0,464861601,-920267096,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:57 EDT 2010,0,7.294,23489.02,0,464862431,-920267365,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:58 EDT 2010,0,6.55,23496.28,0,464863166,-920267722,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:41:59 EDT 2010,0,6.638,23503.18,0,464863799,-920268242,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:00 EDT 2010,0,6.922,23509.97,0,464864328,-920268901,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:01 EDT 2010,69,6.922,23516.38,194,464864541,-920269755,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:02 EDT 2010,69,7.185,23522.64,194,464864504,-920270635,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:03 EDT 2010,75,8.084,23530.7,532,464864315,-920271721,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:04 EDT 2010,91,8.943,23538.97,405,464863945,-920272765,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:05 EDT 2010,44,9.623,23548.17,41,464863501,-920273910,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:06 EDT 2010,97,9.944,23556.47,133,464863078,-920274916,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:07 EDT 2010,97,10.035,23564.75,133,464862503,-920275793,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:08 EDT 2010,97,9.843,23573.55,133,464861794,-920276609,53.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:09 EDT 2010,0,11.011,23583.31,0,464860825,-920277243,53.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:10 EDT 2010,0,11.626,23593.75,0,464859682,-920277521,53.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:11 EDT 2010,0,11.638,23616.26,0,464857290,-920276941,53.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:12 EDT 2010,0,11.671,23632.24,0,464855674,-920276135,52.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:13 EDT 2010,0,11.235,23643.84,0,464854726,-920275095,52.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:14 EDT 2010,0,10.395,23653.94,0,464853985,-920274079,52.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:15 EDT 2010,0,9.435,23661.92,0,464853373,-920273307,51.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:16 EDT 2010,0,8.289,23669.93,0,464852710,-920272605,51.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:17 EDT 2010,0,7.55,23676.94,0,464852083,-920272070,51.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:18 EDT 2010,0,6.411,23684.25,0,464851475,-920271418,51.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:19 EDT 2010,0,6.096,23689.91,0,464850873,-920271292,50.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:20 EDT 2010,0,5.869,23695.31,0,464850315,-920271512,50.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:21 EDT 2010,0,7.287,23701.97,0,464849910,-920272268,50.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:22 EDT 2010,0,7.61,23710.04,0,464850023,-920273370,49.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:23 EDT 2010,73,7.635,23725.66,673,464851251,-920274892,49.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:24 EDT 2010,94,9.574,23736.26,1005,464852048,-920275947,49.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:25 EDT 2010,102,11.248,23747.44,971,464852861,-920277088,48.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:26 EDT 2010,113,12.286,23759.97,622,464853785,-920278342,48.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:27 EDT 2010,118,12.731,23773.16,346,464854800,-920279612,48.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:28 EDT 2010,109,13.628,23787.34,688,464855857,-920281017,47.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:29 EDT 2010,118,14.182,23800.05,514,464856775,-920282313,47.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:30 EDT 2010,120,14.703,23816.76,320,464857983,-920284015,46.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:31 EDT 2010,109,15.144,23832.66,213,464859117,-920285651,46.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:32 EDT 2010,105,15.649,23848.76,79,464860272,-920287302,45.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:33 EDT 2010,105,15.658,23864.69,79,464861396,-920288956,45.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:34 EDT 2010,105,15.9,23880.28,79,464862512,-920290556,44.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:35 EDT 2010,0,16.039,23896.52,0,464863693,-920292202,44.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:36 EDT 2010,0,16.111,23912.69,0,464864861,-920293851,43.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:37 EDT 2010,0,15.768,23928.85,0,464866030,-920295499,43.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:38 EDT 2010,0,15.762,23945.47,0,464867222,-920297202,42.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:39 EDT 2010,102,15.875,23961.46,313,464868409,-920298797,42.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:40 EDT 2010,102,15.589,23977.39,313,464869585,-920300391,41.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:41 EDT 2010,102,15.69,23993.03,313,464870674,-920302032,41.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:42 EDT 2010,0,15.613,24008.91,0,464871796,-920303679,40.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:43 EDT 2010,0,15.597,24024.77,0,464872917,-920305324,40.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:44 EDT 2010,94,14.916,24039.65,101,464873971,-920306864,40.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:45 EDT 2010,94,14.892,24054.55,101,464875001,-920308435,40.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:46 EDT 2010,52,14.786,24069.98,19,464876072,-920310057,39.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:47 EDT 2010,95,14.67,24084.42,105,464877088,-920311558,39.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:48 EDT 2010,95,14.693,24099.42,210,464878162,-920313099,39.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:49 EDT 2010,95,14.808,24114.31,292,464879236,-920314618,38.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:50 EDT 2010,96,14.706,24128.98,211,464880282,-920316129,38.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:51 EDT 2010,96,15.082,24144.05,241,464881436,-920317599,38.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:52 EDT 2010,96,14.918,24158.95,218,464882536,-920319090,37.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:53 EDT 2010,96,15.022,24173.83,238,464883666,-920320541,37.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:54 EDT 2010,96,15.029,24189.23,245,464884850,-920322023,37.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:55 EDT 2010,96,15.045,24203.98,172,464886013,-920323402,37.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:56 EDT 2010,96,15.059,24219.21,172,464887186,-920324866,37.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:57 EDT 2010,96,14.714,24234.01,260,464888320,-920326294,36.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:58 EDT 2010,97,14.879,24248.61,223,464889491,-920327633,36.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:42:59 EDT 2010,97,14.83,24263.73,241,464890710,-920329009,36.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:01 EDT 2010,97,14.787,24280.69,218,464892143,-920330455,36.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:01 EDT 2010,96,14.914,24293.34,157,464893170,-920331596,36.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:02 EDT 2010,96,14.93,24308.63,172,464894548,-920332770,36.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:03 EDT 2010,95,14.92,24323.51,216,464895733,-920334146,35.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:04 EDT 2010,101,14.899,24338.25,181,464896929,-920335478,35.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:05 EDT 2010,101,14.174,24352.31,141,464898064,-920336758,35.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:06 EDT 2010,100,13.711,24366.18,129,464899215,-920337971,35.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:07 EDT 2010,97,13.547,24379.67,212,464900297,-920339207,35.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:08 EDT 2010,97,13.434,24393.74,212,464901457,-920340449,34.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:09 EDT 2010,96,13.879,24407.38,398,464902589,-920341642,34.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:10 EDT 2010,96,13.656,24420.63,420,464903671,-920342828,34.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:11 EDT 2010,95,13.589,24434.24,289,464904795,-920344028,34.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:12 EDT 2010,93,13.257,24447.73,137,464905939,-920345170,34.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:13 EDT 2010,92,13.134,24460.94,397,464907045,-920346309,34.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:14 EDT 2010,92,12.806,24473.62,357,464908120,-920347384,34.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:15 EDT 2010,92,13.245,24486.97,264,464909248,-920348520,34.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:16 EDT 2010,99,13.234,24499.8,326,464910330,-920349617,34.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:17 EDT 2010,99,13.255,24513.47,342,464911496,-920350767,34.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:18 EDT 2010,99,13.109,24526.62,154,464912609,-920351882,34.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:19 EDT 2010,99,13.095,24539.65,154,464913716,-920352983,34.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:20 EDT 2010,100,13.322,24552.93,349,464914817,-920354148,34.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:21 EDT 2010,94,13.319,24566.45,390,464915944,-920355322,34.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:22 EDT 2010,95,13.282,24579.67,457,464917028,-920356499,34.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:23 EDT 2010,97,13.334,24593.21,350,464918138,-920357703,34.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:24 EDT 2010,98,13.496,24607.17,320,464919265,-920358972,34.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:25 EDT 2010,98,13.516,24621.0,248,464920389,-920360218,34.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:26 EDT 2010,98,13.54,24634.94,335,464921476,-920361539,34.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:27 EDT 2010,99,13.59,24648.59,247,464922519,-920362861,35.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:28 EDT 2010,99,13.627,24662.46,346,464923531,-920364262,35.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:29 EDT 2010,100,13.966,24676.45,608,464924532,-920365698,35.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:30 EDT 2010,102,14.615,24691.12,366,464925577,-920367210,35.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:31 EDT 2010,102,14.78,24706.44,366,464926677,-920368780,35.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:32 EDT 2010,101,14.714,24721.03,205,464927667,-920370338,35.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:33 EDT 2010,87,14.913,24735.75,45,464928678,-920371898,35.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:34 EDT 2010,87,14.147,24750.04,45,464929629,-920373442,35.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:35 EDT 2010,43,14.605,24764.59,15,464930545,-920375067,35.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:36 EDT 2010,90,14.452,24778.76,115,464931404,-920376677,35.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:37 EDT 2010,90,14.356,24792.86,202,464932301,-920378244,35.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:38 EDT 2010,90,13.806,24806.85,225,464933103,-920379874,35.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:39 EDT 2010,90,13.823,24820.79,225,464933913,-920381487,35.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:40 EDT 2010,90,13.891,24834.68,373,464934692,-920383119,34.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:41 EDT 2010,96,13.93,24848.39,61,464935442,-920384743,34.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:42 EDT 2010,96,13.749,24862.31,61,464936308,-920386314,34.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:43 EDT 2010,31,13.436,24876.05,15,464937125,-920387896,34.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:44 EDT 2010,31,13.071,24889.32,15,464937876,-920389451,34.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:45 EDT 2010,88,12.845,24902.59,266,464938569,-920391049,34.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:46 EDT 2010,93,12.528,24914.93,361,464939155,-920392573,34.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:47 EDT 2010,92,12.351,24927.26,303,464939664,-920394140,34.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:48 EDT 2010,95,12.067,24939.23,169,464940199,-920395640,34.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:49 EDT 2010,95,11.776,24951.04,169,464940706,-920397131,34.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:50 EDT 2010,95,11.671,24962.45,501,464941166,-920398588,34.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:51 EDT 2010,95,11.701,24973.95,529,464941586,-920400077,34.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:52 EDT 2010,95,11.947,24985.76,620,464941984,-920401620,34.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:53 EDT 2010,96,11.915,24997.32,575,464942328,-920403151,34.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:54 EDT 2010,96,12.354,25009.45,523,464942677,-920404760,34.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:55 EDT 2010,96,11.974,25021.51,505,464942973,-920406376,34.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:56 EDT 2010,96,11.98,25033.52,484,464943268,-920407986,34.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:57 EDT 2010,96,11.975,25045.46,484,464943511,-920409600,34.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:58 EDT 2010,95,11.774,25056.92,443,464943744,-920411149,35.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:43:59 EDT 2010,94,11.74,25068.69,413,464943937,-920412751,35.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:44:00 EDT 2010,94,11.601,25080.12,491,464944105,-920414309,35.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:44:01 EDT 2010,93,11.576,25091.61,547,464944233,-920415882,35.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:44:02 EDT 2010,92,11.345,25102.9,655,464944369,-920417427,36.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:44:03 EDT 2010,93,11.361,25114.32,693,464944443,-920418997,36.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:44:04 EDT 2010,93,11.485,25125.81,626,464944482,-920420578,36.8,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:44:05 EDT 2010,94,11.507,25137.25,598,464944509,-920422153,37.2,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:44:06 EDT 2010,94,11.624,25148.92,596,464944548,-920423758,37.6,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:44:07 EDT 2010,94,11.741,25160.51,579,464944575,-920425353,38.0,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:44:08 EDT 2010,94,11.73,25172.03,542,464944608,-920426938,38.4,
Sat Jul 24 06:52:39 EDT 2010,,,,,Sat Jul 24 07:44:09 EDT 2010,94,11.968,25183.95,542,464944640,-920428578,38.8,
